source_code,source_term,modality,wise,last_date,source_frequency
RAD_1620_MG,PLAATSING TENCKHOFF KATHETER ONDER ECHO,Mammography,PLAATSING TENCKHOFF KATHETER ONDER ECHO - US: 1; PLAATSING TENCKHOFF KATHETER ONDER ECHO - RF: 1,2015-08-11,2
RAD_T_ENT_MG,Enteroclysma,Mammography,not in wise,1753-01-01,2
RAD_SMD1_MG,SMD1,Mammography,not in wise,2011-04-15,2
RAD_ZH00005203_US,Duplex thoracale vaten (adhoc) E,Ultra Sound,Duplex thoracale vaten (adhoc) E - US: 2; Duplex thoracale vaten (adhoc) E - US: 1,2022-12-12,2
RAD_SBGI4_MG,Superbiopsie + gewone biopsie + 4 immuno's,Mammography,not in wise,2011-02-09,2
RAD_6003I_MG,NMR ANGIOGFIE BLOEDVATEN,Mammography,NMR ANGIOGFIE BLOEDVATEN - MR: 2,2015-07-02,2
RAD_THID_MG,Therapie I 131 zonder prestatie,Mammography,not in wise,2016-04-27,2
RAD_C2D1I3_MG,C2D1I3,Mammography,not in wise,2010-08-18,2
RAD_95_MG,biopsie/makro + 1 immuno,Mammography,not in wise,1998-06-19,2
RAD_ZH00000516_CT,Punctie Schildklier (Cytologie),Computed Tomography,Punctie Schildklier (Cytologie) - US: 269; Punctie Schildklier (Cytologie) - XA: 1; Punctie Schildklier (Cytologie) - CT: 1,2019-09-12,2
RAD_0000008787_US,Punctie Galblaas,Ultra Sound,Punctie Galblaas - US: 2,2021-11-30,2
RAD_ZH00000038_OT,CR Femur Links,Other,CR Femur Links - CR: 2568; CR Femur Links - OT: 1,2021-10-11,2
RAD_ZH00005644_NM,Holmium scout pre-therapie scan,Nuclear Medicine,Holmium scout pre-therapie scan - NM: 14,2023-03-14,2
RAD_ZH00000576_OT,Longventilatie en -perfusie met SPECT,Other,not in wise,2019-06-13,2
RAD_GB3I4_MG,Gewone biopsie 3x + 4 immuno's,Mammography,not in wise,2011-05-19,2
RAD_ZH00005570_XA,coronaro + IMPELLA,X-Ray Angiography,not in wise,2022-02-18,2
RAD_ECM_MG,ONDERZOEKEN ECHOTOESTEL,Mammography,ONDERZOEKEN ECHOTOESTEL - US: 2,2012-02-08,2
RAD_ZH00005486_XA,CRT PM-revisie,X-Ray Angiography,not in wise,2019-12-06,2
RAD_ZH00000518_US,Punctie Vene Jugularis/Subclavia/Femoralus ,Ultra Sound,Punctie Vene Jugularis/Subclavia/Femoralus - US: 2; Punctie Vene Jugularis/Subclavia/Femoralus - XA: 2,2020-05-11,2
RAD_0000008931_CT,CT TPS Thorax met contrast,Computed Tomography,CT TPS Thorax met contrast - CT: 2,2023-02-23,2
RAD_0000008670_CR,CR Virtopsie ikv gerechtelijk onderzoek,Computed Radiography,CR Virtopsie ikv gerechtelijk onderzoek - CR: 2; CR Virtopsie ikv gerechtelijk onderzoek - XA: 1,2023-01-01,2
RAD_ZH00000519_XA,Punctie Wervel,X-Ray Angiography,Punctie Wervel - CT: 13; Punctie Wervel - XA: 2; Punctie Wervel - US: 1,2023-01-17,2
RAD_0000008906_MR,MR Knie Episealer Links,Magnetic Resonance,MR Knie Episealer Links - MR: 2,2022-10-25,2
RAD_0000008632_CT,Conebeam Arthro Elleboog Links,Computed Tomography,Conebeam Arthro Elleboog Links - CT: 2,2021-11-29,2
RAD_0000008915_MR,MR Pediatrie Full Spine,Magnetic Resonance,MR Pediatrie Full Spine - MR: 3,2022-12-19,2
RAD_ZH00000589_NM,Gastro-intestinaal bloedverlies,Nuclear Medicine,Gastro-intestinaal bloedverlies - NM: 1,2022-11-10,2
RAD_ZH00000581_NM,Longventilatie SPECT,Nuclear Medicine,Longventilatie SPECT - OT: 3; Longventilatie SPECT - NM: 2,2022-08-19,2
RAD_ECHOOPER_MG,Echo operatiezaal,Mammography,not in wise,2017-06-14,2
RAD_MECKSPCT_MG,Meckel + low dos SPECT-CT,Mammography,Meckel + low dos SPECT-CT - NM: 2,2017-09-11,2
RAD_CRTPMRN_MG,CRT PM-REVISIE + NARCOSE,Mammography,CRT PM-REVISIE + NARCOSE - XA: 2,2010-06-11,2
RAD_DKAT_MG,DILATATIEBALLONKAT,Mammography,not in wise,1995-01-20,2
RAD_T_-_MG,-,Mammography,not in wise,2011-05-10,2
RAD_SUBT_MG,BIJK.HON.SUBTRACTI,Mammography,not in wise,1999-03-22,2
RAD_CRTPMVN_MG,CRT PM-VERVANGING + NARCOSE,Mammography,CRT PM-VERVANGING + NARCOSE - XA: 2,2016-01-27,2
RAD_PGLW_MG,Punctie galwegen,Mammography,not in wise,2017-09-05,2
RAD_LLIMPLN_MG,LINKER LEAD IMPLANTATIE + Narcose,Mammography,LINKER LEAD IMPLANTATIE + Narcose - XA: 2,2017-07-03,2
RAD_ZH00000537_XA,Stenting A. renalis,X-Ray Angiography,Stenting A. renalis - XA: 2,2019-03-01,2
RAD_1728_MG,SUPPL AAN BED,Mammography,not in wise,2012-04-20,1
RAD_ZH00005496_XA,DDD-Pacemakerrevisie + narcose,X-Ray Angiography,not in wise,2022-09-21,1
RAD_516_MG,3 VC + 2 x immuno,Mammography,not in wise,1995-05-10,1
RAD_M206_MG,M206,Mammography,not in wise,1995-12-18,1
RAD_GBIDI1_MG,GBIDI1,Mammography,not in wise,2010-05-03,1
RAD_CS00000029_MG,24 uurs bloeddrukmeting,Mammography,not in wise,2018-04-20,1
RAD_DOSI_MG,Dosimetrie nummer,Mammography,not in wise,2016-05-26,1
RAD_SMVBI3_MG,Supermakroscopie + vriesbiopsie + 3 immuno's,Mammography,not in wise,2004-04-22,1
RAD_SKD2I3_MG,SKD2I3,Mammography,not in wise,2010-12-22,1
RAD_CHOP_MG,RX peroperatieve cholangiografie,Mammography,not in wise,1994-08-04,1
RAD_SKD3I2_MG,SKD3I2,Mammography,not in wise,2009-08-10,1
RAD_CRTICDRN_MG,CRT ICD-REVISIE,Mammography,CRT ICD-REVISIE - XA: 1,2015-11-30,1
RAD_HPRT_MG,expertise-protocollering,Mammography,not in wise,2002-03-29,1
RAD_CAVOGRAF_MG,A.JODI,Mammography,not in wise,2008-05-08,1
RAD_STERNUM_MG,Sternum,Mammography,not in wise,2001-11-10,1
RAD_ZH00005605_XA,loop recorder implantatie + narcose,X-Ray Angiography,not in wise,2022-06-27,1
RAD_0000008825_NM,Holmium scout pre-therapie,Nuclear Medicine,not in wise,2021-08-24,1
RAD_0000008545_XA,Punctie gewricht,X-Ray Angiography,Punctie gewricht - US: 512; Punctie gewricht - CT: 10; Punctie gewricht - XA: 1; Punctie gewricht - CR: 1,2020-12-15,1
RAD_0000008714_NM,Cisternografie SPECT/CT (LDCT) 24u pi,Nuclear Medicine,Cisternografie SPECT/CT (LDCT) 24u pi - NM: 1,2022-11-17,1
RAD_IDIM3_MG,IDIM3,Mammography,not in wise,2009-11-24,1
RAD_B2010_MG,JOOD10THERAPIE,Mammography,not in wise,2015-07-13,1
RAD_KMIM5_MG,KMIM5,Mammography,not in wise,2003-04-03,1
RAD_T_CONBR_MG,CT Onderbeen Re,Mammography,not in wise,2015-04-02,1
RAD_GB4I2_MG,Gewone biopsie 4x + 2 immuno's,Mammography,not in wise,2002-01-22,1
RAD_MERG_MG,Beenmergscan,Mammography,not in wise,2003-02-03,1
RAD_ZH00005525_XA,VVI-Pacemakervervanging + narcose,X-Ray Angiography,not in wise,2019-08-29,1
RAD_SMD4I2_MG,SMD4I2,Mammography,not in wise,2010-10-22,1
RAD_0000008923_CT,CT TPS Hoofd-Hals,Computed Tomography,not in wise,2023-02-23,1
RAD_T_CONBL+_MG,CT Onderbeen Li +,Mammography,not in wise,2017-10-17,1
RAD_T_CBVINL_MG,CBCT Vinger Links,Mammography,not in wise,2015-09-23,1
RAD_ZH00000604_NM,Total body scan I131 diagn SPECT,Nuclear Medicine,Total body scan I131 diagn SPECT - NM: 1,2021-12-09,1
RAD_ZH00000532_US,Chemo-embolisatie,Ultra Sound,Chemo-embolisatie - XA: 12; Chemo-embolisatie - US: 1,2021-04-15,1
RAD_0000008930_CT,CT TPS Hoofd-Hals met contrast,Computed Tomography,CT TPS Hoofd-Hals met contrast - CT: 1,2023-02-23,1
RAD_ZH00000359_MR,MR Hersenen Non Coop,Magnetic Resonance,MR Hersenen Non Coop - MR: 1,2018-08-20,1
RAD_ZH00005479_MG,coronarografie,Mammography,Coronarografie (diagnostisch) (60) - XA: 438; Coronarografie (diagnostisch) (60) - OT: 1,2018-04-20,1
RAD_ZH00000509_XA,Punctie Lymfeklier,X-Ray Angiography,Punctie Lymfeklier - US: 1203; Punctie Lymfeklier - CT: 10; Punctie Lymfeklier - XA: 2,2023-01-16,1
RAD_ZH00005123_OT,CR Bekken + Judet opnames,Other,CR Bekken + Judet opnames - CR: 236; CR Bekken + Judet opnames - CR: 9; CR Bekken - Judet opnames - CR: 8,2023-01-30,1
RAD_B1157_MG,LEUKOCYTENSCAN,Mammography,LEUKOCYTENSCAN - NM: 1,2014-06-25,1
RAD_T_CHEUR+_MG,CT Heup Re +,Mammography,not in wise,2015-04-28,1
RAD_SMD1I2_MG,SMD1I2,Mammography,not in wise,2009-08-18,1
RAD_ZH00005242_US,echo pancreas/milt,Ultra Sound,echo pancreas/milt - US: 1,2019-05-10,1
RAD_0000005158_NM,Total body scan I131 diagn SPECT/CT (LD CT) scan,Nuclear Medicine,Total body scan I131 diagn SPECT/CT (LD CT) scan - NM: 1,2018-05-18,1
RAD_0000008505_US,EndoECHO,Ultra Sound,EUS - US: 664; EndoECHO - US: 4,2018-04-24,1
RAD_TLGA_MG,Tl201 Indium-Galli,Mammography,not in wise,1999-03-01,1
RAD_205_MG,makro + 2 biop + 3 immuno,Mammography,not in wise,1994-12-06,1
RAD_24_MG,niet-cx cyto 4x,Mammography,not in wise,1998-08-17,1
RAD_ZH00005015_MG,EMG single fiber,Mammography,not in wise,2018-04-24,1
RAD_SKTL_MG,Schildkl.scanTl201,Mammography,not in wise,2001-03-02,1
RAD_CS00000120_MG,Spirometrie,Mammography,not in wise,2018-04-20,1
RAD_ZH00000496_CT,Punctie Blaas,Computed Tomography,Punctie Blaas - US: 2; Punctie Blaas - CT: 1,2021-04-03,1
RAD_ZH00000105_CR,CR Videofluoroscopie,Computed Radiography,CR Videofluoroscopie - CR: 1,2018-12-03,1
RAD_ZH00000516_XA,Punctie Schildklier (Cytologie),X-Ray Angiography,Punctie Schildklier (Cytologie) - US: 269; Punctie Schildklier (Cytologie) - CT: 1; Punctie Schildklier (Cytologie) - XA: 1,2019-12-05,1
RAD_TMRAG_MG,MRT Angiografie,Mammography,MRT Angiografie - MR: 1,2009-05-26,1
RAD_ZH00005079_MG,Whole Bodyscintigrafie inj,Mammography,Whole Bodyscintigrafie inj - OT: 347; Whole Bodyscintigrafie inj - NM: 124; Whole Bodyscintigrafie inj - MG: 1,2018-04-20,1
RAD_ZH00005281_OT,CT Elders Gemaakte Beelden,Other,CT Elders Gemaakte Beelden - CT: 554; CT Elders Gemaakte Beelden - OT: 88; CT Elders Gemaakte Beelden - PT: 33; CT Elders Gemaakte Beelden - SEG: 13; CT Elders Gemaakte Beelden - MR: 10; CT Elders Gemaakte Beelden - NM: 10; CT Elders Gemaakte Beelden - XA: 2; CT Elders Gemaakte Beelden - : 1; CT Elders Gemaakte Beelden - CR: 1; CT Elders Gemaakte Beelden - DX: 1,2022-06-13,1
RAD_SMMB2_MG,Supermakroscopie + 2 x minibiopt,Mammography,not in wise,2004-04-21,1
RAD_T_CONS_MG,Consultatie,Mammography,not in wise,2015-11-13,1
RAD_T_MAM_MG,Scintimammografie,Mammography,not in wise,1753-01-01,1
RAD_CBCTRP_MG,CBCT rotsbeen pseudo,Mammography,not in wise,2016-12-14,1
RAD_GB3IM8_MG,GB3IM8,Mammography,not in wise,2011-09-08,1
RAD_0000008905_CT,CT Enkel rechts Episealer,Computed Tomography,CT Enkel rechts Episealer - CT: 1,2023-01-26,1
RAD_B1202_MG,ECTOPISCH MAAGSLIJMVLIES,Mammography,ECTOPISCH MAAGSLIJMVLIES - NM: 1,2014-10-14,1
RAD_CAU2_MG,1x urine en 2x bladderwash,Mammography,not in wise,2006-06-29,1
RAD_LEVE_MG,Lever-milt scan,Mammography,not in wise,2003-08-06,1
RAD_KMGI5_MG,Kleine Macroscopie + gewone biopsie + 5 immuno's,Mammography,not in wise,2008-09-09,1
RAD_KMD1I2_MG,KMD1I2,Mammography,not in wise,2011-02-14,1
RAD_MBIM4_MG,Minibiopt + 4 immuno's,Mammography,not in wise,2010-08-27,1
RAD_ZH00005643_NM,Holmium scout pre-therapie inj,Nuclear Medicine,Holmium scout pre-therapie inj - NM: 9,2023-03-14,1
RAD_CATHLAB_MG,Onderzoeken cathlab,Mammography,Onderzoeken cathlab - XA: 1,2010-05-14,1
RAD_0000005146_DX,Myocardscintigrafie (Tc99m) rust inj,Digital Radiography,Myocardscintigrafie (Tc99m) rust inj - OT: 1039; Myocardscintigrafie (Tc99m) rust inj - NM: 9; Myocardscintigrafie (Tc99m) rust inj - CT: 7; Myocardscintigrafie (Tc99m) rust inj - MG: 6; Myocardscintigrafie (Tc99m) rust inj - DX: 1,2021-01-04,1
RAD_TTE_MG,TRANS THORACAAL ECHOCARDIOGRAM,Mammography,Transthoracale echocardiografie - US: 1,2010-11-26,1
RAD_ZH00000012_OT,CR Elleboog Links,Other,CR Elleboog Links - CR: 6817;  - CR: 7; CR Elleboog Links - OT: 1,2019-07-16,1
RAD_OPG_MG,Schedel,Mammography,RX Orthopantogram - CR: 6744; RX Orthopantogram - PX: 1985; RX Orthopantogram - OT: 4; Schedel - CR: 1; RX Orthopantogram - DX: 1,2009-02-19,1
RAD_ZH00005468_XA,3. Tijdelijke PM,X-Ray Angiography,tijdelijke PM - XA: 1,2022-03-05,1
RAD_SBD2_MG,SBD2,Mammography,not in wise,2011-08-18,1
RAD_T_CFEML+_MG,CT Femur Li +,Mammography,not in wise,2016-11-24,1
RAD_T_B3_MG,kleine macro,Mammography,not in wise,1753-01-01,1
RAD_STADSCAM_MG,Brugsesteenweg,Mammography,not in wise,2016-05-26,1
RAD_T_PTCH_MG,Percut Cholangio,Mammography,not in wise,2009-11-09,1
RAD_T_DSA VC_MG,Dig Substr V Cava,Mammography,not in wise,2008-09-19,1
RAD_T_CHUMR_MG,CT Humerus Re,Mammography,not in wise,2017-12-13,1
RAD_NMR HART_MG,breast^dyn tumor,Mammography,not in wise,2010-01-22,1
RAD_CRTPMR_MG,CRT PM-REVISIE,Mammography,CRT PM-REVISIE - XA: 1,2013-11-22,1
RAD_LAPDO_MG,Laparascopie drilling ovaria,Mammography,Laparascopie drilling ovaria - ES: 1,2015-03-24,1
RAD_SUBPUN_MG,SUBCLAVIA PUNCTIE,Mammography,SUBCLAVIA PUNCTIE - XA: 1,2014-05-05,1
RAD_ZH00000625_OT,Nierscintigrafie MAG3 pediatrie,Other,Nierscintigrafie MAG3 pediatrie - NM: 71; Nierscintigrafie MAG3 pediatrie - OT: 1,2018-08-02,1
RAD_ZH00000267_OT,Echo Borsten (met inbegrip van de axilla),Other,Echo Borsten (met inbegrip van de axilla) - US: 23532; Echo Borsten - US: 3584; Echo Borsten - OT: 1; Echo Borsten - MG: 1; Punctie Borst + Harpoenplaatsing - US: 1,2018-04-23,1
RAD_ZH00005074_MG,Schildklierscintigrafie inj,Mammography,Schildklierscintigrafie inj - OT: 521; Schildklierscintigrafie inj - NM: 11; Schildklierscintigrafie inj - MG: 1,2018-04-20,1
RAD_KN4L_MG,RX knie 4 opn li,Mammography,RX knie 4 opn li - CR: 1,2008-05-09,1
RAD_0000005157_OT,Total body scan I131 diagn SPECT/CT (LD CT) inn,Other,Total body scan I131 diagn SPECT/CT (LD CT) inn - OT: 1,2018-05-16,1
RAD_0000008713_NM,Cisternografie SPECT/CT (LDCT) scan,Nuclear Medicine,Cisternografie SPECT/CT (LDCT) scan - NM: 1,2022-11-16,1
RAD_ZH00000578_OT,Longperfusie met SPECT/CT (low dose CT),Other,Longperfusie met SPECT/CT (low dose CT) - NM: 82;  - NM: 1,2019-04-09,1
RAD_GBD1I2_MG,GBD1I2,Mammography,not in wise,2011-09-08,1
RAD_M200_MG,kl.macro,Mammography,not in wise,1996-03-07,1
RAD_ZH00005038_XA,ICD controle,X-Ray Angiography,not in wise,2019-02-12,1
RAD_109_MG,vriescoupe + 9 controles,Mammography,not in wise,1998-09-23,1
RAD_ZH00005491_XA,DDD-ICD revisie,X-Ray Angiography,not in wise,2019-03-01,1
RAD_2° DILAT_MG,A.JODI,Mammography,not in wise,2007-04-16,1
RAD_SB2D2I4_MG,SB2D2I4,Mammography,not in wise,2010-04-16,1
RAD_SMGB2_MG,Supermakroscopie + 2 x gewone biopsie,Mammography,not in wise,2007-08-24,1
RAD_unilater_MG,Carotid STEDELIJK,Mammography,not in wise,2011-02-14,1
RAD_ZH00000512_US,Punctie Pericard,Ultra Sound,Punctie Pericard - US: 1,2019-07-11,1
RAD_GB4I3_MG,GB4I3,Mammography,not in wise,2009-09-14,1
RAD_SMGI2_MG,Supermakroscopie + gewone biospie + 2 immuno's,Mammography,not in wise,2002-10-17,1
RAD_SCH+TH+L_MG,Artery,Mammography,not in wise,2008-04-12,1
RAD_GB3I1_MG,Gewone biopsie 3x  + 1 immuno,Mammography,not in wise,2006-02-28,1
RAD_S2D3I3_MG,S2D3I3,Mammography,not in wise,2010-01-19,1
RAD_ZH00005638_NM,LuPSMA cyclus 2 of meer scan Dag6,Nuclear Medicine,LuPSMA cyclus 2 of meer scan Dag6 - NM: 75,2022-09-05,1
RAD_CS00000274_MG,0. Functieonderzoek t.b.v. HCK,Mammography,Functieonderzoek t.b.v. HCK - XA: 22; Functieonderzoek t.b.v. HCK - MG: 1,2018-04-20,1
RAD_ZH00005047_US,Diagnostische arteriografie onderste ledematen,Ultra Sound,Diagnostische arteriografie onderste ledematen - XA: 5,2019-11-06,1
RAD_ZH00005566_MR,MR + CR Schouder Arthro Rechts,Magnetic Resonance,MR + CR Schouder Arthro Rechts - MR: 1,2021-06-16,1
RAD_82_MG,heelkundige behandeling van fractuur van verscheid,Mammography,not in wise,1993-08-19,1
RAD_SBD2I3_MG,SBD2I3,Mammography,not in wise,2009-09-23,1
RAD_CACC_MG,CACC,Mammography,not in wise,2007-10-29,1
RAD_M95_MG,kl.macro + kl. micro + 1 immuno,Mammography,not in wise,1999-06-08,1
RAD_84_MG,heelkundige behandeling van tarso-metatarsale luxa,Mammography,not in wise,1994-11-16,1
RAD_KMD2I1_MG,KMD2I1,Mammography,not in wise,2011-05-05,1
RAD_T_DLIDO_MG,DUPLEX LIDMAAT,Mammography,not in wise,1753-01-01,1
RAD_SMVBI1_MG,SMVBI1,Mammography,not in wise,2011-03-04,1
RAD_ZH00000552_NM,Botscan SPECT zonder WB,Nuclear Medicine,Botscan SPECT zonder WB - NM: 1,2022-02-21,1
RAD_ZH00000111_CR,CR Opstijgende Pyelografie Links,Computed Radiography,CR Opstijgende Pyelografie Links - CR: 1,2018-05-07,1
RAD_ZH00005122_OT,CR Heup + Cross table rechts,Other,CR Heup + Cross table rechts - CR: 549; CR Heup Cross table rechts - CR: 12; CR Heup + Cross table rechts - CR: 7; CR Heup + Cross table rechts - OT: 1,2019-06-19,1
RAD_0000008733_US,MA Operatiestuk (zonder voorafgaande mammo),Ultra Sound,MA Operatiestuk (zonder voorafgaande mammo) - MG: 34; MA Operatiestuk (zonder voorafgaande mammo) - US: 1,2020-11-16,1
RAD_GB2I6_MG,Gewone biopsie 2x + 6 immuno's,Mammography,not in wise,2008-04-18,1
RAD_SMD2I3_MG,SMD2I3,Mammography,not in wise,2009-09-21,1
RAD_T_CENKR+_MG,CT Enkel Re +,Mammography,not in wise,2017-08-17,1
RAD_T_EZW_MG,Echo Zwangerschap,Mammography,not in wise,2009-10-25,1
RAD_VENP-OLD_MG,PUNCTIE VENE,Mammography,not in wise,1997-03-03,1
RAD_1306_MG,MAAG-DUODENUM,Mammography,not in wise,2014-01-07,1
RAD_0000008719_US,Pacemaker DDD AdHoc,Ultra Sound,not in wise,2020-07-02,1
RAD_MF2_MG,Materiaal Forfait PCI met cor stent,Mammography,Materiaal Forfait PCI met cor stent - XA: 1,2016-08-25,1
RAD_GB11_MG,Gewone biopsie 11x,Mammography,not in wise,2006-12-13,1
RAD_1721_MG,ZWANGERSCHAP,Mammography,not in wise,2013-11-12,1
RAD_VACE_MG,Vacora onder echo,Mammography,not in wise,2016-10-19,1
RAD_KM2D3I5_MG,KM2D3I5,Mammography,not in wise,2011-05-26,1
RAD_ZH00000362_MR,MR Hersenen Functionele Stereotaxie,Magnetic Resonance,MR Hersenen Functionele Stereotaxie - MR: 1,2019-07-19,1
RAD_ZH00000117_US,MA Mammo Bilateraal,Ultra Sound,MA Mammo Bilateraal - MG: 16384; MA Mammo Bilateraal - US: 18,2018-05-14,1
RAD_CSMDP_MG,Echo Prof.M. De Pauw,Mammography,Echo Prof.M. De Pauw - US: 1,2017-01-19,1
RAD_0000008568_US,Lymfangiografie + embolisatie,Ultra Sound,Lymfangiografie + embolisatie - XA: 27; Lymfangiografie + embolisatie - US: 1,2023-01-30,1
RAD_ZH00000519_US,Punctie Wervel,Ultra Sound,Punctie Wervel - CT: 13; Punctie Wervel - XA: 2; Punctie Wervel - US: 1,2021-11-02,1
RAD_ZH00000424_MR,MR Entero Groot FOV,Magnetic Resonance,MR Entero Groot FOV - MR: 1,2020-02-21,1
RAD_43_MG,heelkundige behandeling van elleboogfractuur-luxat,Mammography,not in wise,1994-12-14,1
RAD_CONSULTH_MG,Consult Hosp,Mammography,not in wise,2017-06-07,1
RAD_T_ACAR3_MG,Art Carotis SEL,Mammography,not in wise,1753-01-01,1
RAD_ZH00005210_MG,Tinnitusanalyse,Mammography,not in wise,2018-04-20,1
RAD_VBSBD1_MG,VBSBD1,Mammography,not in wise,2011-10-03,1
RAD_0000008924_CT,CT TPS Thorax,Computed Tomography,CT TPS Thorax - CT: 2,2023-01-17,1
RAD_ZH00005624_XA,coronaro post-op + nierangio + PTA nierarterie,X-Ray Angiography,not in wise,2022-10-27,1
RAD_T_OPG15-_MG,RX ORTHOPANTOMGR,Mammography,not in wise,2008-10-15,1
RAD_KM2GI4_MG,KM2GI4,Mammography,not in wise,2010-06-21,1
RAD_SM3KM_MG,SM3KM,Mammography,not in wise,2011-09-19,1
RAD_DOPL_MG,DOPL,Mammography,not in wise,1997-02-17,1
RAD_ZH00005362_NM,QC Quality Control CT,Nuclear Medicine,QC Quality Control CT - CT: 45; QC Quality Control CT - NM: 1,2021-05-10,1
RAD_CBCT_MG,CT Tanden,Mammography,CT Tanden - CT: 1,2010-06-22,1
RAD_NO_MG,NO PROVOCATIETEST,Mammography,NO PROVOCATIETEST - XA: 1,2014-04-17,1
RAD_0000008618_CR,CR Babygram,Computed Radiography,CR Babygram - MG: 1; CR Babygram - MR: 1; CR Babygram - CR: 1,2019-07-01,1
RAD_EVB_MG,Echo volle blaas,Mammography,Echo volle blaas - US: 1,2017-02-13,1
RAD_T_SCHNT_MG,RX Schedel NT,Mammography,not in wise,2007-07-18,1
RAD_0000008717_US,PM controle ADHOC,Ultra Sound,not in wise,2021-06-04,1
RAD_T_CONBL_MG,CT Onderbeen Li,Mammography,not in wise,2018-02-16,1
RAD_106_MG,vriescoupe + 6 controles,Mammography,not in wise,1999-05-12,1
RAD_CS00000034_US,24 uurs holter,Ultra Sound,not in wise,2018-11-15,1
RAD_SMKI8_MG,Supermakroscopie + kleine makroscopie + 8 immuno's,Mammography,not in wise,2008-12-22,1
RAD_SBD1I1_MG,SBD1I1,Mammography,not in wise,2010-06-14,1
RAD_204_MG,makro + 2 biop + 2 immuno,Mammography,not in wise,1997-08-08,1
RAD_OPERATIE_MG,Operatiekwartier,Mammography,not in wise,2011-10-14,1
RAD_ZH00005614_XA,coronarografie post-op + re hartkath + biopsie,X-Ray Angiography,not in wise,2022-06-15,1
RAD_ZH00005498_XA,DDD-Pacemakervervanging + narcose,X-Ray Angiography,not in wise,2019-03-14,1
RAD_T_CSIN2_MG,sinus 2 vlakken,Mammography,not in wise,1753-01-01,1
RAD_CUIM3_MG,cytologie urine - sputum + 3x immuno,Mammography,not in wise,2007-11-08,1
RAD_0000008745_XA,VVI-ICD revisie + Narcose,X-Ray Angiography,VVI-ICD revisie + Narcose - XA: 1,2021-01-06,1
RAD_0000005150_DX,Myocardscintigrafie (Tc99m) Stress Farmaco inj,Digital Radiography,Myocardscintigrafie (Tc99m) Stress Farmaco inj - OT: 738; Myocardscintigrafie (Tc99m) Stress Farmaco inj - NM: 14; Myocardscintigrafie (Tc99m) Stress Farmaco inj - MG: 7; Myocardscintigrafie (Tc99m) Stress Farmaco inj - CT: 6; Myocardscintigrafie (Tc99m) Stress Farmaco inj - DX: 1,2021-10-25,1
RAD_ZH00005124_OT,CR Bekken + In-en outlet,Other,CR Bekken + In-en outlet - CR: 266; CR Bekken + In-en outlet - CR: 24; CR Bekken - In-en outlet - CR: 10; CR Bekken + In-en outlet - OT: 1,2019-06-19,1
RAD_IMPELLA_MG,IMPELLA,Mammography,IMPELLA - XA: 1,2009-07-03,1
RAD_1662_MG,CT STAG.2 REG. MET 50%,Mammography,not in wise,2011-12-22,1
RAD_T_ENDO_MG,Echo Transrectaal,Mammography,not in wise,2014-12-23,1
RAD_25_MG,vertebrale osteosynthese,Mammography,not in wise,1997-05-15,1
RAD_ZH00000114_XA,CR Nefrostomogram,X-Ray Angiography,CR Nefrostomogram - CR: 19; CR Nefrostomogram - XA: 1,2022-10-24,1
RAD_KN4R_MG,RX Knie 4 opnames re,Mammography,RX Knie 4 opnames re - CR: 1,2006-02-13,1
RAD_PUNCTIEL_MG,Punctie Leverbiopt,Mammography,not in wise,2009-04-16,1
RAD_MBIM3_MG,MBIM3,Mammography,not in wise,2011-01-14,1
RAD_EVOL_MG,Echo Voluson,Mammography,not in wise,2011-03-31,1
RAD_1404_MG,THORAX (4 OPNAMEN),Mammography,not in wise,2012-09-04,1
RAD_ID2IM2_MG,ID2IM2,Mammography,not in wise,2011-02-02,1
RAD_TEST_MG,test,Mammography,not in wise,2007-11-14,1
RAD_ZH00000536_US,Embolisatie Endoleak,Ultra Sound,Embolisatie Endoleak - XA: 22; Embolisatie Endoleak - US: 1,2022-10-16,1
RAD_ZH00000110_CR,CR Opstijgende Pyelografie,Computed Radiography,CR Opstijgende Pyelografie - CR: 1,2023-02-13,1
RAD_CS00000329_US,Echo,Ultra Sound,echografie abdomen - US: 60817; Echo urologie Roeselare - US: 27775; Echo interne Westlaan - US: 21306; Echo urologie Menen - US: 9916; Echografie IU22 Gastro Menen - US: 8530; Echo geriatrie Menen - US: 5193; Echo cardio Menen - US: 3003; Echo Pediatrie Roe CX50 - US: 742; Echo - US: 510; Echo gastro SC - US: 83; Echo Urologie OK Roeselare - US: 35; Echo spoed Roeselare - US: 25; Echo - XA: 18; Echo - US: 5; Echo interne Westlaan - CR: 1; Echo - DX: 1; echografie abdomen - CR: 1; Echo Urologie OK Roeselare - XA: 1,2021-03-28,1
RAD_ZH00005085_MG,Whole body met SPECT en diagnostische CT inj,Mammography,Whole body met SPECT en diagnostische CT inj - NM: 1231; Whole body met SPECT en diagnostische CT inj - OT: 934; Whole body met SPECT en diagnostische CT inj - CT: 1; Whole body met SPECT en diagnostische CT inj - MG: 1,2018-04-20,1
RAD_1608_MG,VENA CAVA FILTER,Mammography,VENA CAVA FILTER - RF: 1,2011-08-09,1
RAD_ZH00000030_OT,CR Enkel Links,Other,CR Enkel Links - CR: 14721;  - CR: 5; CR Enkel Links - OT: 1,2020-09-07,1
RAD_KM2I8_MG,2 x Kleine Macroscopie + 8 immuno's,Mammography,not in wise,2007-05-21,1
